Are you self-employed?,Is your employer primarily a tech company/organization?,Do you have previous employers?,Have you ever sought treatment for a mental health issue from a mental health professional?,What is your age?,How many employees does your company or organization have?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?.1,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?,Cluster
0,1.0,1,0,39,More than 1000,No,No,No,No,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,"Yes, always",I don't know,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers","Yes, they all did",None of them,Maybe,Privacy ,No,Medical privacy ,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No,No,Maybe,No,Never,Never,Male,United States of America,Texas,United States of America,Texas,Back-end Developer|Front-end Developer,Always,1
0,1.0,1,0,31,6-25,Not eligible for coverage / N/A,Unknown,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,No,Unknown,No,There is still a stigma around mental health issues. The interviewer's perception of my skills and capability to perform the required tasks of the role may be altered because of this (even though I wouldn't have the job yet).,Maybe,Maybe,Neutral,"Yes, I observed",I don't know,Maybe,Maybe,No,Not applicable to me,Not applicable to me,Female,Other,Unknown,Other,Unknown,Support|Other,Always,0
0,1.0,1,1,46,26-100,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Maybe,"I've actually had to do this for an employer who required a drug test (I was on a prescription from a doctor for a medical condition and would have tested positive for steroids), so I disclosed up front so there weren't any surprises. In general, however, I wouldn't disclose unless it was necessary.",Maybe,"This would be more difficult because I think people do not understand and are more biased against mental health issues than physical ones, and I'd be concerned they'd find another pretext for not hiring me.",Maybe,Maybe,Somewhat not open,"Yes, I observed",Yes,Yes,No,Yes,Sometimes,Sometimes,Male,United States of America,Virginia,United States of America,District of Columbia,Support|Back-end Developer|Front-end Developer,Sometimes,1
0,1.0,1,0,28,More than 1000,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,Yes,Unknown,Yes,Unknown,"No, I don't think it would","No, I don't think they would",Somewhat open,No,No,No,Maybe,No,Rarely,Sometimes,M,United States of America,Tennessee,United States of America,Tennessee,Front-end Developer,Sometimes,0
0,1.0,1,0,32,26-100,I don't know,I am not sure,No,I don't know,Yes,Neither easy nor difficult,Maybe,No,No,No,Yes,No,Some did,"No, I only became aware later",None did,Some did,No,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,employer have incentives (to pay less taxes) to hire ppl w/ disabilities in france,Maybe,not sure - you usually don't know the ppl interviewing you ,"Yes, I think it would",Maybe,Somewhat open,No,No,No,No,No,Not applicable to me,Not applicable to me,male,France,Unknown,France,Unknown,Back-end Developer,Sometimes,0
0,1.0,1,0,32,1-5,No,Unknown,No,No,No,Very easy,No,No,Yes,Yes,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,No,None of them,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Yes,"It's simple: They need to know who they're hiring.
",Yes,Again: They need to know who they're hiring.,"No, I don't think it would","No, I don't think they would",Neutral,No,Yes,Maybe,Maybe,No,Rarely,Rarely,Male,Iran,Unknown,Iran,Unknown,Other|Dev Evangelist/Advocate|Support,Sometimes,0
0,1.0,1,0,38,26-100,No,Unknown,No,No,I don't know,Neither easy nor difficult,Maybe,No,Yes,Yes,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,Some of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,No,I feel they might be biased,No,They will definitely be biased,"Yes, I think it would",Maybe,Somewhat not open,Maybe/Not sure,No,No,No,No,Not applicable to me,Not applicable to me,male,Ireland,Unknown,Ireland,Unknown,Designer|Supervisor/Team Lead,Sometimes,1
0,1.0,1,0,40,6-25,I don't know,No,No,Yes,Yes,I don't know,No,No,No,Yes,Yes,Yes,Some did,I was aware of some,Some did,Some did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,Some of them,No,Because I don't trust insurance companies.,No,Because I try not to let it affect my work. ,"Yes, it has","No, I don't think they would",Somewhat not open,No,Yes,Yes,Yes,No,Not applicable to me,Often,Female,United States of America,Oregon,United States of America,Oregon,Other,Always,1
0,1.0,1,1,31,1-5,No,Yes,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Yes,No,"Yes, they all did",I was aware of some,None did,Some did,I don't know,None of them,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers","Yes, they all did",None of them,No,It's illegal for that to effect a job offer. ,No,It's illegal for that to effect a job offer,Maybe,Maybe,Somewhat open,No,Yes,Yes,Maybe,Yes,Rarely,Sometimes,Male,United States of America,New York,United States of America,New York,Executive Leadership|Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Front-end Developer|One-person shop,Sometimes,0
0,1.0,1,1,35,6-25,No,Unknown,No,No,I don't know,Somewhat easy,No,No,No,No,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,Maybe,I would fear that it would affect my chances of getting the job.,No,I am uncomfortable discussing mental health issues outside of my immediate family.,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,Sometimes,Often,M,Canada,Unknown,Canada,Unknown,Designer,Never,0
0,1.0,1,1,35,26-100,Not eligible for coverage / N/A,I am not sure,Yes,No,Yes,Very easy,No,No,Yes,Yes,Yes,No,"No, none did","Yes, I was aware of all of them",None did,None did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,No,I'd need to know more about their own personal characteristics first.,No,Not unless I was aware how they felt about mental health.,"No, I don't think it would","No, I don't think they would",Very open,No,Yes,Yes,Yes,Yes,Rarely,Often,Male,Australia,Unknown,Australia,Unknown,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes,0
0,1.0,1,0,38,6-25,No,Unknown,Yes,No,Yes,Very easy,No,No,Maybe,Maybe,I don't know,No,Some did,"No, I only became aware later",None did,None did,I don't know,I don't know,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,No,"If I felt it would reduce my chance of getting the job and at the same time it would not impede my ability to *do* the job, I wouldn't mention it.",No,"Same reason, if I felt it would reduce my chance of getting the job and at the same time it would not impede my ability to *do* the job, I wouldn't mention it.",Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,No,No,No,No,Not applicable to me,Not applicable to me,Male,France,Unknown,France,Unknown,Executive Leadership,Always,1
0,1.0,1,0,33,26-100,I don't know,No,No,I don't know,I don't know,Very easy,No,No,No,Maybe,Yes,No,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,Some of them,"No, at none of my previous employers",Some of my previous employers,I don't know,None of them,Yes,I'm an honest person.,Yes,I'm an honest person.,Maybe,Maybe,Somewhat not open,No,No,No,No,No,Not applicable to me,Not applicable to me,M,France,Unknown,France,Unknown,Back-end Developer,Sometimes,0
0,1.0,1,0,35,26-100,I don't know,I am not sure,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No,I don't know,N/A (not currently aware),I don't know,None did,I don't know,I don't know,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",I don't know,None of them,Yes,"I think it's important in interviews to lay out exactly what you want on the table. If I had a health issue that needed accommodating, I'd want to ensure that was done.",Yes,Same reasoning as before.,Maybe,Maybe,Somewhat open,No,No,No,No,No,Not applicable to me,Not applicable to me,Male,United Kingdom,Unknown,United Kingdom,Unknown,Back-end Developer,Sometimes,0
0,1.0,1,0,30,100-500,I don't know,Unknown,I don't know,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No,Some did,"No, I only became aware later",None did,Some did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Maybe,Depends in the health issue,Maybe,Depends on the health issue,Maybe,Maybe,Neutral,No,I don't know,No,No,No,Not applicable to me,Not applicable to me,female,Germany,Unknown,Germany,Unknown,Other,Never,0
0,1.0,1,0,28,500-1000,I don't know,No,No,I don't know,I don't know,Very easy,No,No,No,Maybe,I don't know,No,I don't know,"No, I only became aware later",None did,None did,I don't know,I don't know,None of them,"No, at none of my previous employers",I don't know,I don't know,None of them,Yes,"Might effect work, and it seems accepted",No,It's embarassing,Maybe,Maybe,Not open at all,No,Yes,Maybe,Maybe,No,Not applicable to me,Not applicable to me,male,United States of America,North Carolina,United States of America,North Carolina,Front-end Developer,Sometimes,0
0,1.0,1,1,21,1-5,No,Yes,No,No,No,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No,Some did,"Yes, I was aware of all of them",Some did,Some did,"Yes, always",Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,"there's no stigma attached to physical health, it's an ailment.",Maybe,some people view mental illness as weakness. i don't want my employer prejudiced against me on account of my depression.,Maybe,Maybe,Very open,"Yes, I observed",Yes,Yes,Yes,Yes,Rarely,Often,non-binary,United States of America,New Jersey,United States of America,New Jersey,DevOps/SysAdmin|Back-end Developer|Front-end Developer|Designer,Always,0
0,1.0,1,0,31,6-25,Yes,Yes,Yes,Yes,No,Very easy,Maybe,No,Maybe,Yes,No,No,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,Some of them,Yes,"I have a long-term chronic/constant headache and, well, it impedes my work from time to time. They need to be aware/okay with that.",Maybe,I don't suffer from any mental health issues that warrant discussion - so I'm not sure!,Maybe,Maybe,Somewhat open,No,Yes,No,No,No,Not applicable to me,Not applicable to me,male,Germany,Unknown,Germany,Unknown,Front-end Developer|Back-end Developer|Supervisor/Team Lead,Sometimes,0
0,1.0,1,0,25,26-100,Yes,I am not sure,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No,I don't know,N/A (not currently aware),Some did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Maybe,I think it would depend on the job requirements and the limitations my physical health would have on carrying out my duties.,No,"Unless I felt comfortable or knew how the employer felt about mental health, I most likely wouldn't feel ready to disclose that information that early on.",Maybe,"Yes, I think they would",Not applicable to me (I do not have a mental illness),Unknown,No,No,No,No,Not applicable to me,Not applicable to me,Female,United States of America,Pennsylvania,United States of America,Pennsylvania,Other,Sometimes,0
0,1.0,1,0,30,26-100,Yes,I am not sure,No,No,Yes,Somewhat easy,No,No,Maybe,Yes,I don't know,Yes,Some did,I was aware of some,Some did,Some did,Sometimes,None of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,No,I would likely perceive that as irrelevant to the interview process.,No,I would likely perceive that as irrelevant to the interview process.,Maybe,"No, I don't think they would",Very open,Maybe/Not sure,No,Maybe,No,No,Not applicable to me,Not applicable to me,male,United States of America,Pennsylvania,United States of America,Pennsylvania,Executive Leadership|Supervisor/Team Lead|DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Never,0
0,1.0,1,0,30,500-1000,No,Unknown,I don't know,No,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Maybe,Unknown,No,Unknown,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,No,Not applicable to me,Not applicable to me,M,Italy,Unknown,Italy,Unknown,Back-end Developer,Never,0
0,1.0,1,0,31,100-500,I don't know,I am not sure,Yes,I don't know,Yes,Very easy,No,No,Yes,Yes,Yes,No,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,Some of them,Maybe,Unknown,Maybe,Unknown,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,No,Not applicable to me,Not applicable to me,Male,Bulgaria,Unknown,Bulgaria,Unknown,Front-end Developer|Back-end Developer|Supervisor/Team Lead|Executive Leadership,Always,0
0,1.0,1,1,32,100-500,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,I don't know,No,I don't know,N/A (not currently aware),None did,Some did,"Yes, always",I don't know,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Maybe,"Most likely not, if I felt that it would harm my chances of getting a job.",No,Seems like it would only hurt chances of getting a job.,Maybe,"No, I don't think they would",Somewhat open,No,Yes,Yes,Yes,Yes,Rarely,Sometimes,M,United States of America,North Carolina,United States of America,North Carolina,Back-end Developer|Front-end Developer,Never,0
0,1.0,1,1,27,26-100,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,No,No,I don't know,No,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,"Yes, all of them",Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,No,Unknown,No,Unknown,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,Yes,Yes,Maybe,No,Sometimes,Sometimes,Male,United States of America,Pennsylvania,United States of America,Pennsylvania,Front-end Developer|Back-end Developer,Always,0
0,1.0,1,0,28,26-100,Not eligible for coverage / N/A,Unknown,I don't know,I don't know,I don't know,Very easy,No,No,No,Maybe,Yes,No,"No, none did",N/A (not currently aware),None did,None did,No,"Yes, all of them",Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,No,Wouldn't want to risk job,No,As above,"Yes, I think it would",Maybe,Not open at all,No,I don't know,Yes,Yes,No,Not applicable to me,Sometimes,Female,United Kingdom,Unknown,United Kingdom,Unknown,Front-end Developer,Always,0
